District,Crop,Year,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Moisture_pct,Yield_t_ha
Tirunelveli,Maize,2021,559.672448819351,27.439212920776956,62.56344104065262,4.8,33.18673909923916,6.3006550923932725
Erode,Cotton,2024,569.6084846805852,32.1669256737468,69.79593234077784,7.274654570527778,49.886936802516516,7.114289569718696
Erode,Cotton,2021,1041.0270559209437,27.745824135576935,55.534456987757956,7.374053755097724,11.732458047177897,6.919958544009066
Erode,Maize,2020,911.3387371431041,33.93666614997841,71.8073940214626,5.451196854268801,32.56576788855256,5.304294123839069
Erode,Cotton,2024,1002.7653000184857,26.61624657916126,62.51355162598331,6.612918799122804,43.59308917593732,7.0369366756998195
Madurai,Maize,2023,390.0862525493839,29.364595328831655,73.19639181946734,7.77112698360178,35.139998233650424,5.9588341758904955
Erode,Maize,2019,,31.270336621849058,72.85722511486652,5.94536928409882,29.216311206717908,5.8119639114003085
Madurai,Cotton,2023,1015.8038600641239,31.82448737507737,62.06388381640504,6.770736123052974,34.76215865591815,6.671277837856211
Tirunelveli,Groundnut,2024,200.0,32.1979910957722,47.472884808111644,7.055573598731808,43.8659849800542,4.511461684398906
Salem,Groundnut,2021,1156.157339399951,27.12956242918357,65.5317476155714,5.700657901804358,54.29099051982226,8.563161131016157
Tirunelveli,Maize,2025,394.1707141193025,27.98243436712026,53.50526950610845,6.305310707064714,44.589556176735755,6.997355738779696
Coimbatore,Groundnut,2023,1060.8362229812446,20.065847786996237,68.78634685893371,5.516414542430675,30.457470565547165,3.6234756203058818
Madurai,Cotton,2020,627.8538438107594,27.372767876478207,65.43428133120013,6.584827777020061,32.904137846603106,6.771224959838825
Coimbatore,Rice,2018,1112.2259287928955,31.492013369375943,62.120051201201186,6.146304639144279,32.97107189592857,7.748477306781245
Trichy,Cotton,2023,1600.0,,55.04437719490542,6.845379993210356,27.194768827051817,8.009311725457747
Erode,Maize,2019,281.70559246971857,27.72324121276774,79.86789179032229,7.1443776488670245,33.60441869786508,6.484388552352871
Chennai,Maize,2024,1023.8442869651622,33.437246217375865,63.463177050718066,7.672040160148088,32.53575342173046,5.420487474574322
Chennai,Maize,2022,397.9593216015651,26.771183090096617,91.53350863781843,8.332596533949326,24.194998084010464,5.895423657248977
Coimbatore,Cotton,2021,956.692230554376,25.708352563136323,68.34929609456509,6.845389895462421,42.54316215658722,7.612420968180994
Erode,Rice,2019,798.3069591120266,26.50188244727562,71.51589361684806,6.478400892532001,38.7883248154211,7.361171468461684
Coimbatore,Maize,2023,882.4455806154608,24.40811192052443,68.39212194380364,6.437734398233777,29.231485977062494,6.524848139432094
Salem,Cotton,2019,622.0784309179408,29.991664101451317,71.41571729850175,6.024593576889724,36.33019595384976,6.520304629986078
Tirunelveli,Maize,2021,1045.135277374125,28.92314179714755,78.9268733306148,7.013708280803392,26.319031592523775,7.850426510447305
Madurai,Rice,2024,487.91054050740473,29.951934228393764,79.04226330745443,6.353588021291071,30.029743070628694,6.194354628774584
Madurai,Cotton,2025,1160.409315724685,26.674012313820125,50.33392287843978,7.06263657087423,41.18908602692418,8.07925588076545
Erode,Rice,2025,747.6874233474543,27.81416646611439,76.55497399613691,6.046881433455734,39.2394126721255,7.328832214441188
Vellore,Cotton,2025,499.3273306492276,21.029060085091494,72.97139418589664,6.373746289431983,30.3813059046035,4.3862048343297735
Coimbatore,Maize,2022,1248.7342058351746,29.20392176419535,68.35892199253855,7.002647392005792,37.80317572554992,8.416032346529443
Madurai,Groundnut,2019,833.1643367977117,28.31629265619088,85.12550923475717,6.6125663100009024,34.3306125575285,7.029006179719734
Madurai,Groundnut,2024,1326.9089926105066,24.478311483220914,85.52766818358936,5.355774992795145,26.024637327459324,6.842139052260145
Tirunelveli,Maize,2024,1155.3390323283356,27.66509589732289,77.0459626988913,6.689365027009683,33.49484464483077,8.690407956394855
Trichy,Maize,2025,650.4635738033912,27.174882233375467,62.56466012271403,6.138758388448213,38.88829487726826,7.090341185056033
Salem,Rice,2023,828.7525497658128,33.645798192023975,56.07516869041068,7.52700066156026,37.755443641768714,5.401258668350694
Coimbatore,Rice,2019,880.2594849158936,24.604393701991025,75.54400132166803,7.379777796531084,19.766433912996945,7.038205904742037
Madurai,Rice,2022,1231.57579999661,29.06056377237345,81.59533558550767,5.101948723969691,36.49487945488854,7.9911539340487625
Coimbatore,Rice,2021,959.3794283417787,24.509541271429246,47.71342238453426,7.261049226851855,35.22883195214122,7.058313620798691
Vellore,Maize,2024,894.0731552741148,26.214804978975135,78.86294730399865,6.972509710381214,17.91548854231535,5.707504412940781
Salem,Cotton,2021,800.0301032254231,28.885820651815138,65.45134462647987,5.661170038474342,27.727638927122896,7.145264531561235
Tirunelveli,Maize,2020,837.3607410363402,27.32363842923804,49.90997165585573,7.314826416841846,39.424679071998554,6.7264213115776785
Trichy,Groundnut,2018,1176.148021419581,27.980829260116618,72.6939615522997,5.804080783564949,47.46322360728482,7.883139267129241
Trichy,Maize,2024,850.9263376993686,29.064710746342303,77.09386653473861,7.501764680306228,20.23534969723783,6.000438457959918
Erode,Groundnut,2024,751.2506821754563,,64.48651342532564,6.247668144829471,43.81372957225964,6.867144986455077
Madurai,Groundnut,2018,708.8732085965783,30.829268911409407,57.4264536839686,5.637366890130439,18.076643187640748,5.269512632119255
Salem,Groundnut,2021,711.5587115409595,27.022464821639666,85.12090926894273,8.184523532845935,47.57766036367925,6.229383838432187
Vellore,Groundnut,2021,499.4760009893087,27.68782252303177,61.31363013686098,5.617570049334354,32.852001970116326,5.782853595466071
Trichy,Cotton,2021,662.4061729183802,29.156196078681138,79.59472317418367,6.135783114537947,28.567496190659377,6.662135581882407
Coimbatore,Groundnut,2025,1224.6050689125807,28.726400643727473,52.86949674812644,6.273055714610621,38.19083016853338,8.154187190236447
Trichy,Maize,2019,798.3501848581259,30.06152935853713,72.16005047653753,6.381032146931649,26.337528465249747,6.2732281884332775
Erode,Rice,2020,1026.1029171390246,29.014286084751056,71.87507157658493,7.189146962833476,39.643290898382205,8.423337997968494
Tirunelveli,Cotton,2019,230.31087052479143,29.50089811697976,76.73416006508907,6.740538354864734,33.88427990097021,5.327552560083939
Vellore,Rice,2019,992.0778272414698,26.958807954671546,82.92983393234076,7.403012014273021,10.0,7.215142471905733
Chennai,Rice,2025,809.6618239077216,24.579932486126335,59.86370288364599,6.960342023983054,27.703580443134612,6.774630244559228
Trichy,Maize,2025,729.6399942773728,23.431555511190847,73.2077477188511,5.528900034996345,36.719870616139275,5.857480688746037
Erode,Cotton,2018,895.2399893552829,22.65372752754464,54.33432615191499,7.084900053372009,44.598230536725374,6.030311023776711
Erode,Maize,2023,726.0436865469931,33.64072549673368,54.220850495273766,6.86366456572453,37.983475742086085,5.9018645827253975
Chennai,Groundnut,2019,319.031270027911,20.9191250851388,62.216654184392,6.26275993065426,44.45457019803861,3.0500696110380816
Coimbatore,Maize,2019,1080.5619852929844,31.819915196726726,72.09327272606195,8.151607732764214,26.954330461751198,6.520701232667867
Coimbatore,Cotton,2020,910.7543903370482,25.373219163848084,84.76867820145063,7.12584367944082,41.54880894836904,7.421279065526187
Madurai,Cotton,2019,771.514386313037,31.796611110783374,86.58945589833908,7.359208720154465,41.69972502435432,6.447825808076059
Vellore,Maize,2021,608.4536569818906,20.95187191067056,64.45108670924412,7.38360107379428,20.32122799273435,2.7725137296827733
Salem,Maize,2025,482.5356209732162,27.247699513973494,71.0553445859283,6.405962540833733,44.895639224804654,6.3274155488804595
Coimbatore,Maize,2022,905.9731767670144,32.652878089680854,77.43005465290493,7.143369600173516,37.946352909416504,6.5962706619161775
Trichy,Groundnut,2023,1253.3602400563398,30.282270603121862,75.65382688475627,6.921218832608855,32.46672152560036,8.103462075814633
Chennai,Groundnut,2021,900.7916191852596,26.920750525789465,66.30543256427187,6.3100822074264595,32.31180695642029,7.087462799467362
Madurai,Maize,2018,504.3095984767935,21.78247263510886,68.7610503795522,5.844891970192749,25.657842190773394,3.724090354656854
Trichy,Maize,2018,906.2791817596006,23.768036729117018,66.89819078304512,6.716962118327706,40.677280964014344,6.252491258793901
Madurai,Groundnut,2020,836.664259438318,,65.91626053824196,7.1108505441995735,37.71843172003984,5.908506334701489
Salem,Groundnut,2019,1066.0109065185575,26.88562815598808,64.58589573173919,6.711370053354505,40.24633040161654,6.991953549286758
Coimbatore,Groundnut,2024,1001.6832943529316,27.770162869076994,66.80341509988308,6.572382057124625,35.710893445174214,7.647084381059796
Tirunelveli,Rice,2024,200.0,28.90731233504842,63.94185918425141,6.7191505929253985,36.85207962316176,6.418051824861262
Tirunelveli,Cotton,2024,986.3105511071142,23.83091547811982,56.645823395986596,6.499114525272732,32.33689517959839,6.082702885795829
Tirunelveli,Cotton,2023,599.130147623979,29.303328575488575,76.62580283047687,7.78452349726404,44.69114902260456,7.667762734850534
Salem,Cotton,2022,494.5678146378253,26.657230461859182,73.16257733911738,6.889168578381448,40.45731456543243,6.233617420317926
Coimbatore,Rice,2023,802.8816474066091,28.93984891384173,86.7659374316863,6.359476136844589,36.5556481314325,7.840815397385678
Trichy,Groundnut,2021,952.7427772575029,26.15023705428149,71.69518020269301,5.434381699768071,33.78887346078453,7.037673664420255
Vellore,Groundnut,2023,439.8163474282939,22.966028607804297,63.83039851294059,6.561954000291756,19.088434239361888,4.334926608234211
Vellore,Maize,2024,1026.1441042643878,26.632407898201546,61.73564619972955,6.296223258503278,17.13828313889224,6.484723300357895
Trichy,Cotton,2024,1040.8347118829,30.050488374745605,68.4736606734953,6.270227336723217,31.685288017724364,7.270480438582762
Trichy,Rice,2022,861.7440490748744,29.260992285046516,73.52875163375596,7.359827909092821,46.4182196739027,7.60691503878595
Trichy,Groundnut,2018,633.0940924432379,28.098978775471124,65.55289395809822,6.755814962366981,28.65623337651473,6.27976480738019
Salem,Groundnut,2023,605.155498952677,30.874021929633095,53.29742531462687,5.522288337651189,29.010152205453196,5.651345518523801
Chennai,Maize,2020,1106.4830328950568,27.348499159858473,60.60989687441886,7.133182292756347,26.24885926826682,6.4639604314883075
Coimbatore,Cotton,2023,472.1943283760238,28.180084204848697,68.18025015811887,5.592574338996154,23.38651106831259,6.203126127723407
Vellore,Groundnut,2022,1116.1176152047947,26.464745984980077,75.40283659819434,7.185323874186192,26.774068112943564,6.903981273436324
Vellore,Rice,2025,808.7002102173908,31.061177525611058,53.1417623828831,6.367447331824183,37.507676826424074,6.95246584028695
Trichy,Maize,2020,826.0413750892857,28.932891352709646,70.6508345062167,6.7608350483269595,30.57343380353099,6.507465997150293
Tirunelveli,Cotton,2025,422.97807364666875,26.21773404744521,70.21119530257688,6.682565364878397,30.165081225266277,5.875647591095977
Tirunelveli,Rice,2024,813.3208424678534,23.235104811111025,63.48423504706013,6.59631121691423,29.363574403151752,7.024719115490527
Trichy,Rice,2020,1003.396379002844,31.535876079674644,62.13077780748892,6.846666766330592,37.1329628306938,7.208947964755734
Vellore,Cotton,2021,515.8974780370047,25.61899183620915,60.63676258622047,6.757318961643967,38.51267701797125,6.393262843827575
Madurai,Rice,2022,974.6589668129614,28.23060592796655,69.40806303365332,8.008810554255156,18.17895282404109,6.690463309163907
Salem,Cotton,2024,872.2530634197557,35.52831898606263,79.2681866274778,6.856763888410111,28.157704311848246,5.396396256512666
Salem,Groundnut,2023,689.0610965419232,30.56483053354659,79.9778448949097,6.87303050503901,34.19549624997403,6.514968610706805
Vellore,Groundnut,2024,1063.668271622826,33.155678684246375,56.760196527815246,6.203335255317093,38.95019060877466,5.868415351162175
Salem,Groundnut,2020,299.435807755361,26.278000599868324,66.13021819331095,6.966626516615467,36.149245194987685,5.955822442099263
Coimbatore,Cotton,2022,936.6701871859273,31.427124469824662,46.064901976820494,5.983486257670075,42.40569931171734,7.018997077147983
Salem,Cotton,2021,1254.858789518323,28.085340777446053,69.09184311021171,7.505089410738587,22.293352387312403,7.675540152579811
Vellore,Cotton,2025,1209.9857847751655,29.17125414645946,73.9764792013114,5.660956078521089,38.73664373674506,8.077958340035584
Trichy,Groundnut,2020,947.4516801346306,34.466693481726594,83.70961185553988,6.1094389150656045,53.46166019844186,4.904638064680693
Chennai,Maize,2022,774.5798059672885,27.10833336272094,50.13542612675509,5.559607028775372,35.42948980499629,6.403414796774047
Chennai,Maize,2018,691.0493608630923,28.061614251764915,57.11940078019376,6.993750619521764,35.7962654454573,6.515475252335455
Coimbatore,Maize,2024,774.2685515235895,25.109713115174518,69.44136801875628,6.40328855496253,39.67334352801179,6.894425918151125
Vellore,Cotton,2021,985.9518119794766,30.843099378905844,51.81611633525376,7.1801491157744834,30.09196859408007,6.7627501446323075
Vellore,Maize,2020,648.1890486351459,26.205993925482765,69.72212150851304,6.017086450236966,26.478330740844463,6.537068586075572
Madurai,Rice,2022,1039.3559545125952,31.272673330620414,74.23002545070466,7.072032848270985,35.52219331921304,7.651510537956629
Chennai,Rice,2021,1383.290129500831,22.720277626416475,55.18712276046941,7.105885635297534,20.113931596773998,6.268110540565097
Coimbatore,Groundnut,2024,834.5291912181513,29.755641829867542,69.32585370048471,6.848258451823501,38.5637036794507,7.514058187815689
Vellore,Rice,2022,513.9012991791737,25.940181420598222,55.877890649849476,6.721611449199003,40.08073396579459,6.596525041318655
Salem,Groundnut,2022,513.8138134208968,30.337656445856673,81.75425868938304,6.796039428286649,20.565515604047718,5.77842829022584
Chennai,Rice,2018,1044.141387927894,27.95661064686647,70.06646092460193,6.062515241951358,36.46704175196983,7.551015909580757
Trichy,Groundnut,2018,835.0634552598891,26.28691547242147,61.59935971032967,5.947311324617099,33.0517290008329,6.8163218652966515
Erode,Groundnut,2021,1069.2077240160133,26.763009225996818,55.61858619700013,7.0807108208850895,48.300903255258035,6.863795779626386
Chennai,Groundnut,2025,716.5914377101626,25.278757439812352,71.89149693530248,6.441916286197884,46.78856847728488,7.529217906465237
Erode,Groundnut,2025,1057.655886884958,30.68092081702675,81.57935502102416,7.017374373653716,42.57457048463594,7.690594382376364
Vellore,Maize,2023,810.4252066375686,24.644360481838675,60.284960907981414,7.785691922006302,45.896132215626906,6.483346756845051
Chennai,Rice,2023,666.8739861690127,27.14534835605505,63.60355333928088,6.3799897217267505,31.712988367485583,7.338839434518842
Chennai,Groundnut,2021,749.7503802994039,29.104766655047914,60.4785929929181,6.279936744313605,37.33950469966782,6.012862651310022
Vellore,Rice,2019,550.7364111441909,33.163182481435264,83.55492571052146,6.4730017537546525,32.72791870788799,5.593234365155739
Salem,Cotton,2018,1347.3398896454028,27.970244477146196,48.9135953103242,6.72727978771701,26.0255771760311,8.297051142233755
Chennai,Groundnut,2020,825.9045466103782,27.22396612307699,80.85593222800225,7.129897166023568,35.743990896348386,7.229783819495052
Madurai,Cotton,2020,1011.128522170549,28.87563156837129,64.22801911552874,6.680129166068511,34.250799042156714,7.6482708826416195
Vellore,Groundnut,2019,715.7827167823002,21.364914509841824,67.28384880133757,8.154982902905026,33.17910714799935,3.8830044522250082
Vellore,Cotton,2020,587.0180445050441,24.1643337577897,64.59365350282822,6.9945946604797795,34.46683818078937,6.434401457609424
Tirunelveli,Cotton,2018,791.5298722705162,26.798827203588957,70.39600881482147,7.246577072632252,35.547196871758246,7.522498857095819
Erode,Cotton,2022,1125.2981333447997,25.71849871765551,60.70201245060227,6.674197707082184,42.99094802477425,7.0769893453774335
Erode,Rice,2025,719.8170521504292,22.87733347442108,78.58383136587679,7.408281860670157,29.739719041143825,5.830406072662892
Tirunelveli,Cotton,2023,632.3670068176461,30.74489168373627,78.98997042794105,6.556308937510491,23.48330166157389,6.251290630102559
Tirunelveli,Groundnut,2021,888.8660610922859,28.83122153458343,58.16590960223256,6.249043410889481,41.10200773634058,6.454738463727394
Chennai,Cotton,2021,974.7556501794361,28.448848791304027,74.67466965534038,7.33374137448563,42.709218343918074,7.476897816312768
Erode,Rice,2020,1260.7120422132957,25.779228316306003,64.4350613976688,6.659898017463498,38.221578159781664,9.086765234581298
Vellore,Maize,2019,938.4376195931237,28.254057486923728,68.51633490061427,6.871685287567749,24.750875433182873,6.717484260551022
Tirunelveli,Cotton,2022,1010.9981696328088,29.64623827021139,83.25150897350942,7.387317911576158,33.81659651020956,7.482163631748811
Chennai,Maize,2022,1029.8188092300804,27.1523326275095,61.25965832051688,6.79728844530765,37.56541003101737,7.2144187983301284
Vellore,Cotton,2018,561.7461545168424,29.422631165569168,77.26549439829587,6.59552587518537,25.384912109633433,6.624205933561262
Trichy,Rice,2021,609.1669823826139,25.452606458159632,72.57125178952303,6.325222586850026,28.119915613582542,6.738740861441177
Erode,Maize,2020,579.0259275985875,28.311953001567083,66.05971860549118,7.44317659419385,33.680831216910995,7.312933138862964
Tirunelveli,Maize,2019,516.9635610770886,31.65599450536352,71.67403567528824,6.460791522757571,45.64649775367772,5.908153033044887
Tirunelveli,Rice,2023,1048.864968717601,31.942463051443326,70.4841192331689,6.664229662981815,37.02646286029511,7.6297580959833455
Madurai,Maize,2022,922.5125229159388,32.24828417583892,56.41646687895309,6.9008353640111615,29.847221321554237,5.202209167345631
Salem,Rice,2023,869.8740157728624,28.913818929385336,61.93276156380313,6.897949641513687,33.18500848995702,6.927203124297426
Salem,Rice,2023,201.82087114943283,28.101164655544785,57.547476150409224,7.4095897044106644,29.003522510783533,6.457682661529113
Salem,Rice,2025,1363.8692146546546,26.563875468289876,65.23381228511306,6.651126612190313,31.29192581080874,9.06195693393758
Salem,Maize,2024,626.431998961611,22.216048779144266,81.45035296068217,7.663469209237049,41.50042485155045,5.300757058335949
Vellore,Groundnut,2022,1362.9531889847394,23.696320971518425,73.81027801626445,6.52587026155461,17.7200221943037,6.987218897367315
Tirunelveli,Maize,2025,487.68962983717097,27.46222408971117,53.674109224997295,6.959533144247981,46.83450136777102,6.14412972339471
Erode,Rice,2021,646.8997103608658,27.65347696278902,65.2663231292068,6.571358153919309,54.70264205279218,8.655080288622294
Erode,Cotton,2025,299.28765437259256,32.519113692180774,70.33624860919304,8.165197986893975,36.46306904897576,4.3033332600046155
Madurai,Rice,2024,940.5312439856743,32.207357214002,75.44088480306212,6.454554288521235,27.52031572159353,6.899099327125424
Coimbatore,Groundnut,2023,574.6857947971919,25.80324434724293,61.49232962081982,6.517860998306071,45.46910082481796,7.569608728345604
Coimbatore,Maize,2025,581.7499614754115,30.61864228828486,55.62568176235771,6.7803186926270556,37.50150919706087,5.784681647970299
Chennai,Rice,2022,506.87144570640066,26.473379633363486,67.43657096225584,6.513258597327323,30.266332984071198,7.256022966829801
Trichy,Cotton,2023,1044.3387656844657,30.184372297612164,73.6902967103141,6.920141697870313,26.2529722273377,7.76440086296142
Erode,Rice,2020,1027.8659128918869,30.579256729941584,70.34846486633197,7.5603617766064755,31.347463370213255,7.263382878625202
Chennai,Rice,2025,,31.97469699887276,59.15322519458431,6.803113081727951,36.73323169194436,8.731818501311173
Salem,Rice,2022,678.5733447317566,26.42354126469537,85.54618803480312,6.828988860292952,43.059556617688685,7.276570539912174
Trichy,Rice,2024,904.7048427617001,31.245771798978957,67.01184460106478,6.539595083646515,37.5577580526235,7.308473677303362
Salem,Maize,2021,527.6662006495121,22.00699508441193,69.93710273402017,6.346448449282007,39.08705185936335,4.9589630509323674
Madurai,Rice,2024,766.2402443161704,32.14789018092436,61.38032598277833,6.7675708371614895,31.996323703280233,6.352060735151236
Chennai,Rice,2018,720.2886716797057,27.91994648698075,79.06507998364546,6.705319467741904,42.69435721083379,9.226179650473599
Madurai,Rice,2018,966.1124893738552,27.988070406445768,73.71846892551073,7.521283193830595,33.139509366111405,7.282378587460342
Tirunelveli,Rice,2022,1104.2554516045477,21.48020318179055,71.14663429160568,6.0286454518819745,51.54192914165855,7.196102451885167
Tirunelveli,Rice,2023,1097.766672707875,26.75626916080838,56.483451766880165,7.7181742868146355,29.12501995576541,6.6225321581290295
Erode,Maize,2024,639.2969319455973,32.33753407876336,78.94030226618267,6.597229427575838,38.55495030738425,4.665502152723297
Coimbatore,Cotton,2021,1099.6169761557499,26.634553946550994,75.56902972976951,6.803974279683797,54.70450961410148,8.659971682059217
Chennai,Rice,2023,838.9787157230508,30.283080835120668,78.14933397539198,5.954614441251908,44.377593788018935,8.08174329082815
Tirunelveli,Cotton,2022,768.8507760257462,28.110576408685148,68.37029357690153,7.093355785004717,41.708738093472064,8.113733695054115
Salem,Groundnut,2025,672.8721282952704,31.400541246719037,67.25138836143364,6.027666532324149,37.67148404923785,6.612231191944431
Trichy,Rice,2023,710.0160514096119,28.612803088653198,66.17907118252869,6.961373207390188,35.47551004187626,7.4548689089787
Tirunelveli,Rice,2021,1285.5784615490584,25.018203100486073,90.78997944310856,6.8929895853059815,33.43520583948838,8.616534132660512
Tirunelveli,Rice,2025,926.8526916235058,28.180642175516617,62.575537320777926,6.472065223152087,29.94374546032298,7.736204072078739
Trichy,Cotton,2018,893.6529618753012,33.12389409184388,56.13755156576587,5.254307991779262,21.178451705112124,5.747416497687895
Erode,Rice,2025,784.4382853657634,29.592464249715846,64.2674383408814,8.212437279980902,40.76555490833928,6.616603733795411
Trichy,Groundnut,2019,1461.4946528595071,27.627371816660272,62.6687300452296,5.9620660228979965,21.157740149890095,7.303027196237261
Salem,Rice,2020,1176.2526222116062,35.21838022122658,80.59846836472586,6.890922788162968,40.86247199863065,6.298056514917572
Madurai,Maize,2024,669.7344713003018,31.70949024819591,54.44007601383606,6.189135763562677,32.2167585859771,6.2242398843367255
Chennai,Cotton,2023,781.596236323844,30.61354852927507,62.38709151967282,7.433602371238741,26.400741307190707,7.025229911892216
Tirunelveli,Cotton,2025,796.4388641572724,29.015495888782,69.90523164238864,6.434359565257172,47.65116729245667,7.657667432844022
Tirunelveli,Groundnut,2023,886.4679945706498,30.336876271203543,80.682928546348,6.173617658528272,21.958139498495072,6.112580963992192
Salem,Maize,2023,674.6935018421411,30.440742634185092,75.13132306597144,7.1166097044409184,29.004773645317606,6.65889093386768
Erode,Maize,2020,959.7041308404241,21.014990894233158,84.1901735061555,5.809630025188518,29.846128944507488,4.1465305542282005
Chennai,Maize,2018,1213.0220330098286,29.263795881054236,71.45792900787823,6.410704971746418,36.346167306045736,8.745172504066396
Madurai,Rice,2018,521.5929727489593,27.485421250125892,65.96380519921969,7.183171605486128,29.485882249174836,6.488175626978676
Vellore,Groundnut,2020,567.9633157269832,26.40071592596296,76.55556528172195,7.754789827969707,48.155436457742745,6.388177639797873
Tirunelveli,Rice,2018,729.2103611756733,27.37460070385844,54.32839067478585,6.026311912466134,22.658343863857695,7.084120361018451
Trichy,Cotton,2022,740.8011099730426,23.021284202168957,50.90114975755709,6.271908797414422,65.0,6.292435543651864
Salem,Rice,2024,1349.6164686864827,22.225247679881026,77.7626359458133,6.9464963728460765,25.471045903656133,6.231544201897407
Erode,Groundnut,2025,1100.4273050037098,31.98880773583519,,5.301803829599969,61.60282711897006,7.71007810994522
Chennai,Groundnut,2021,1086.0805880295661,29.478905023068563,77.64003811444498,7.65033690057132,44.8373741558458,7.1381249825676925
Coimbatore,Groundnut,2025,783.9085766216499,20.278361192920705,59.47627561985528,6.000352028970408,34.00738803257791,3.378081325113524
Coimbatore,Groundnut,2025,778.4216483032965,26.15556946751443,80.8478380410777,6.393813050661509,37.039666564222095,6.784792441861757
Trichy,Maize,2024,487.07364655865035,30.8177655468689,74.703588772129,6.882591069598905,31.591147600108087,5.076282143975634
Vellore,Rice,2021,1045.4350570119543,27.10395400409398,67.68879618484353,6.735865653912245,38.12351403172678,7.7311224982771956
Chennai,Groundnut,2020,972.7636512021963,,70.07347916792077,6.025468791167455,28.366894018489315,6.178512002228124
Salem,Rice,2025,1171.499341169571,31.35920575768523,71.46927893936694,7.9050212275028455,41.380919530962444,8.356099649736747
Vellore,Rice,2019,797.2925716609582,23.658524130205716,59.4326783017021,4.897407256456408,36.63797706203668,5.585054433273503
Vellore,Cotton,2021,814.5552134499007,27.54136288368374,,5.914594663530717,26.09439575327906,6.453834103763003
Vellore,Rice,2018,892.511382140159,26.566113840612147,71.31122347445175,6.2542576143633966,38.84432238767615,8.114078920114004
Salem,Groundnut,2024,1072.9743938767738,23.554437458073277,63.748660839177624,6.0352067967668885,38.288791897252715,6.659946395081879
Tirunelveli,Maize,2023,482.4460944756303,23.34632216046313,53.30581125478345,7.553687491709369,28.545782024595763,5.098163019604887
Madurai,Rice,2018,1034.0140334345938,25.420731052026472,70.94888764538901,5.539159413951091,31.15064622447592,7.507390744860725
Vellore,Cotton,2019,844.8761094567924,25.949038689559558,76.36034173927291,7.790224122485813,39.61237254190259,6.977469766807323
Madurai,Groundnut,2022,585.340683011576,28.90633528717876,78.68534628923796,6.505306407700182,44.81664401032786,7.101216913060894
Erode,Maize,2022,328.84856183648344,31.341483114286145,73.3231056353851,5.747340132960253,33.719722078598,5.268312957822297
Tirunelveli,Cotton,2024,815.8815720304117,29.643663858599584,76.18307250856631,5.2293673301864905,43.37589709396308,7.4913575449115575
Erode,Maize,2020,1211.9282458185176,30.401191168898634,77.87509069899932,6.549408587857058,45.503551534033484,7.9387172922103035
Madurai,Maize,2025,1268.6711666853487,27.146822971294824,68.7965581738493,6.208620925017543,46.72938695705854,8.374195495896645
Tirunelveli,Rice,2021,938.8440526675241,29.929600629161246,46.81083317668114,6.865546376963672,38.75285607344834,7.8147494582290395
Tirunelveli,Cotton,2024,1340.5014159605619,27.525200058911164,79.59781216675047,6.384599405655998,26.884259409011424,7.389225276369555
Salem,Cotton,2019,839.2647292608137,26.587288373591093,59.06681708157327,7.369061869519043,43.021675237368626,7.973029182419713
Coimbatore,Cotton,2018,1088.3258879106952,34.070723036466006,56.69123117855598,6.600256163053012,33.27740129142927,5.6879072051379955
Erode,Rice,2018,737.1922777733932,20.542476939048004,56.965925466838144,6.4032640907912866,39.55854626734192,3.1470992514530693
Tirunelveli,Maize,2020,721.3502901789628,22.005426248616445,92.84577932085966,7.3812780042371,29.338960218680448,5.04406624435923
Tirunelveli,Cotton,2025,680.622720779841,29.224639213227533,72.40547686344314,6.859718659408057,29.598464706084727,6.6201251485043935
Chennai,Cotton,2018,334.86776321892194,27.15205648469616,57.583835917272836,7.24224216916816,28.687463178739975,5.370262503226211
Madurai,Rice,2020,1171.773064986728,23.40165007946585,61.16583567551594,7.504062501967645,23.075231299719306,7.5211884780797105
Trichy,Maize,2018,689.5918902154959,24.625244956275942,,6.494339704515521,29.719270908716613,6.415833454867329
Vellore,Groundnut,2025,649.6403050612009,25.0419014500423,73.42403777706339,6.726773514833851,25.703352532579565,5.6574377276968715
Chennai,Rice,2023,555.0070795968311,30.855476918818923,70.7929233793215,7.290662760229111,40.09639524441276,6.787157019237689
Erode,Maize,2024,798.9101408659293,31.879713379406205,58.7139355897215,4.984540798063757,25.416093458995537,5.414346564865159
Coimbatore,Cotton,2023,1290.8730776399357,33.24660020873798,71.1714654367826,6.628762851577117,28.975120708603555,5.960453207837488
Coimbatore,Cotton,2023,1373.4447127056794,22.91516408893012,61.888121903757046,6.5425928526519925,35.02862945830616,8.24668892221834
Vellore,Rice,2024,434.78328104947917,23.6252046959631,78.46915020714167,6.961836682550871,51.3118304285737,6.449106820342195
Coimbatore,Groundnut,2018,761.3880010059294,23.405995281598326,68.56296602284768,6.1392231041682574,28.77105650364228,6.101235817981274
Madurai,Rice,2024,591.4105574765754,32.12434241846403,60.406659021779895,7.466813155210879,22.560002217862998,5.192547713815651
Tirunelveli,Groundnut,2023,1097.08443530288,29.335118254142493,74.88954126257002,6.1835658876124135,23.193264427866396,7.242018272041259
Tirunelveli,Groundnut,2023,921.6483868234817,28.25663749270311,71.83244969785024,6.378687901003639,27.254245869759725,6.288721358964711
Tirunelveli,Groundnut,2021,690.8576681550412,28.734811820311833,63.2513430049749,6.234913025276953,29.088514622746,4.931598494861825
